Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	290	5.07880910683012	2.38E-05	SMC01428, SMC03969, SMA0009, SMC02080, SMC02073, SMC03163, SMC00691, SMC00690, SMC00695, SMC01784, SMC00573, SMC00334, SMC00333, SMC00696, SMC01785, SMC03841, SMC02510, SMC02879, SMC00577, SMA0124, SMC02755, SMC00579, SMC00908, SMC02092, SMC03172, SMA1561, SMC03173, SMC00580, SMC04386, SMC00585, SMC02764, SMC03854, SMC03857, SMC02404, SMC00225, SMC03856, SMC02405, SMC01407, SMC03826, SMC02858, SM_B21566, SMC02050, SMC04231, SMC02053, SMC04234, SMC03025, SMC01881, SMC01880, SMC01764, SMA1239, SMC02736, SMC04119, SMC00329, SMC00328, SM_B21579, SMC02064, SMC02063, SMA0011, SMC01770, SMC02863, SMC03831, SMA1227, SMC00320, SMC00324, SMC01903, SMC01905, SMC04296, SMC02790, SMC03085, SMC00493, SMC02551, SMC02310, SMC00494, SMC02792, SMC02797, SMC02433, SMC02798, SMC02677, SMC01585, SMC02311, SMC00378, SMC01346, SMC01103, SMC02437, SMC02436, SMC02799, SMC00811, SMC00018, SMC00826, SMC00948, SMC01472, SMC02562, SMC02560, SMC00143, SMC01355, SMC03776, SMC01113, SMC03777, SMC02567, SMC01115, SMC02686, SMC03775, SMC01235, SMC02568, SMC02569, SMC00912, SMC01209, SMC00913, SMC00918, SMC00917, SMC00919, SMA1670, SMC03981, SMC03860, SMC02099, SMC04278, SMC03861, SMC02098, SMC00231, SMC00475, SMC01564, SMC02654, SMC01563, SMC00595, SMC00232, SMC02652, SMC01444, SMC01326, SMC00357, SMC02898, SMC03866, SMC01207, SM_B21530, SM_B20202, SMA0693, SMC03195, SMC00482, SMC02782, SMC01331, SMC00365, SMC00488, SMC00366, SMA1547, SMC02305, SMC03879, SMC01336, SMC01578, SMA0695, SM_B21094, SMC02788, SMA0697, SMC02547, SMC03878, SMC00615, SM_B21184, SM_B21183, SMC02914, SM_B20772, SMC01140, SMC01142, SMC00294, SMC01023, SMC00296, SMC02599, SMC00970, SMC00851, SMC01027, SMC01268, SMC01147, SMC02911, SMC01942, SMC02912, SMC01028, SMC01941, SMC00867, SMC02804, SMC01837, SM_B21631, SMC00180, SMC00184, SMC04302, SMC01830, SMC01037, SMC00622, SMC01832, SMC00984, SMC01831, SM_B21163, SM_B21166, SM_B21165, SMC01929, SMC00719, SMC03780, SMC02570, SMC02574, SMC02450, SMC03781, SMA1195, SMC02693, SMC02572, SMC01121, SMC02698, SMC02577, SMC01365, SMC03788, SMC02333, SMC01004, SMC01801, SMC00725, SMC01934, SM_B20088, SMC01939, SMC02906, SM_B22023, SMC02581, SMC01373, SMC02100, SMA0892, SMC04405, SMC00602, SMC00659, SMC01868, SMC02837, SM_B20299, SM_B20613, SMC04450, SMC00092, SMC03002, SMC04454, SMC03242, SMC01861, SMC04458, SMC03007, SMC01862, SMC00534, SMC01864, SMC02835, SMC03008, SMC01867, SMC00415, SMC01638, SMC02608, SMC01758, SMC00427, SMC02606, SM_B20617, SMC03010, SMC01192, SMA1240, SMC02042, SMC02163, SMC02720, SMC01871, SMC01874, SMC02601, SMC01756, SMC02723, SMC01726, SMA0868, SMA0869, SM_B20956, SM_B20948, SMC02495, SMC01043, SMA0181, SMC01042, SMC02136, SMC01288, SMA0744, SMC02138, SMC01049, SMA0745, SMC02137, SMC03229, SMC04318, SMC01858, SMC00526, SMC01857, SMC02141, SM_B20959, SMC02140, SMC02940, SMC01852, SMC00643, SMA1266, SMC01732, SMC01614, SMC00646, SMC03239	1510	313	1771	1.08666398662802	4.28E-04	4.28E-04	4.28E-04
UP_KW_CELLULAR_COMPONENT	KW-0997~Cell inner membrane	170	2.97723292469352	0.003283850235427	SMC03849, SM_B21465, SM_B21466, SM_B20417, SMA1691, SMA0081, SMC00174, SMC01780, SMC00450, SMC00575, SMC03847, SMA1213, SMC02119, SMC00868, SMC00869, SM_B20264, SM_B20265, SMC02084, SM_B20419, SMC04263, SM_B20418, SMC02361, SMC02085, SMC02363, SMC01274, SMC02362, SMC02120, SMC03971, SMC03850, SMC03853, SMC01156, SMC00584, SMC03854, SMC00466, SMA0079, SMC02648, SMC00744, SMC01924, SMA1913, SMC01927, SMA1516, SMA1519, SM_B21201, SM_B21205, SM_B21204, SM_B20999, SM_B20507, SMC04351, SMC03020, SMC03021, SMC02057, SMC02058, SMC01123, SMA2329, SMC01007, SMC02337, SMC03825, SMC01921, SMC00799, SMC01129, SM_B20363, SMC04091, SMA0493, SMA1188, SMC01095, SMC02066, SMC03035, SMC02065, SMC02067, SMC04244, SMC02500, SMC01376, SMC02465, SMC02501, SMA1229, SMC03159, SMC02867, SMC02502, SMC00326, SMC00937, SMC03808, SM_B20611, SM_B20855, SM_B20612, SMA2067, SMC04213, SMC04458, SMA1535, SMC04459, SMC00012, SMC01863, SMC00894, SMC00138, SMA1531, SMC04218, SMA1533, SMC01866, SMC00139, SMA1532, SMC01913, SMC00703, SMC00945, SMC01912, SMC01915, SM_B20185, SMC01914, SMA1529, SM_B20069, SM_B20503, SMC02170, SMA2331, SMC03893, SMC03014, SMC02681, SMC01870, SMC01111, SMC03133, SMC01872, SMC03018, SMA0678, SMC02325, SMC01873, SMC01510, SMA2333, SMC01515, SMC03019, SMA0627, SM_B20430, SM_B21527, SM_B20713, SMC02095, SM_B20429, SMC03065, SMC03062, SMC02250, SMC01282, SMC03063, SMC02499, SMC00871, SMC02257, SMC01289, SMC02498, SMC00870, SMA0863, SMA1798, SMC03865, SMA0501, SMC02258, SMC01323, SMC01721, SM_B21095, SMC00408, SM_B21130, SM_B21132, SM_B21498, SM_B21137, SM_B20958, SMC03871, SMC02142, SMC02387, SMC03198, SMC02265, SMA0853, SMC01211, SMC04446, SMA1662, SMC01336, SMC00005, SMC00247, SMA1544	1510	184	1771	1.08360927152318	0.057487945937448	0.029554652118843	0.029554652118843
UP_KW_CELLULAR_COMPONENT	KW-1003~Cell membrane	366	6.40980735551664	0.014965211060148	SMC02519, SMC00339, SMA0929, SMC03849, SMC02518, SM_B20373, SM_B21465, SM_B21343, SM_B20015, SM_B21466, SM_B20016, SMC03042, SM_B20925, SMA1210, SMC01780, SM_B20929, SM_B20807, SMC00330, SMC00450, SMA0249, SMA0007, SMC00575, SMC01425, SMC03847, SMA1211, SMA1213, SMA1209, SM_B20264, SMA1208, SM_B20265, SMC03181, SMC03182, SM_B20944, SMC03180, SMC03053, SMC02084, SMC04263, SMA1562, SMC02086, SMC02085, SMC03971, SMC03179, SMC00583, SMC01795, SMC03853, SMC00584, SMC03854, SMC00466, SMC03852, SMA1564, SMC02648, SMC03829, SMC00317, SMC02616, SMC03827, SMA1913, SM_B20352, SM_B21205, SM_B21204, SMC03020, SMC04351, SMC03021, SMA1232, SMC01882, SMC00551, SMC01761, SMC02853, SMC02058, SMA2329, SMC03825, SMC01523, SMC00799, SM_B21690, SM_B20363, SM_B20487, SM_B20369, SM_B21578, SMA1582, SMA0493, SMA1220, SMC01095, SMC03035, SMC02066, SMC02981, SMC04125, SMC03036, SMC02065, SMC02068, SMC02067, SMC04244, SMC02500, SMC02501, SMC02861, SMC04126, SMA1229, SMC03159, SMC04248, SMC02867, SMC03957, SMC02502, SMC00326, SMA1418, SMA2067, SMC00010, SMA1535, SMC03887, SMC00012, SMA1531, SMC00138, SMA1533, SMA1532, SMC00139, SMC01913, SMC00703, SMC00945, SMC01912, SMC01915, SMC01914, SM_B21430, SMA1529, SM_B20104, SM_B21437, SMC03893, SMC02681, SMC01232, SMC01111, SMC02320, SMA1766, SMC00266, SMA0678, SMC02325, SMC00028, SM_B20430, SM_B20672, SM_B20556, SM_B21523, SM_B20315, SM_B20318, SM_B21527, SMC02095, SMC03065, SM_B20429, SMC03062, SMC03063, SMC03184, SMC00470, SMC02772, SMC04279, SMC00353, SMC03865, SMA1798, SMC03862, SMC00598, SMC01323, SM_B21095, SMC00808, SM_B21531, SM_B20443, SM_B20322, SMC03871, SMC03993, SMC04287, SMC03198, SMC03870, SMA1667, SMC00244, SMC03997, SMA1424, SMC02545, SMA1545, SMC00243, SMC01211, SMA1668, SMA1662, SMC01336, SMC00247, SMC00005, SMA1544, SMA1737, SM_B20893, SM_B21506, SM_B20417, SMC00051, SMC01261, SMA1297, SMC00174, SMA0081, SMC00052, SMC00055, SMC02232, SMC01022, SMC00056, SMC01024, SMC00059, SMC00611, SMC02359, SMC00975, SMC02119, SMC00868, SMC00869, SMC01718, SM_B20787, SM_B20786, SM_B20419, SM_B20418, SMC02361, SMC02240, SMA0197, SMA0198, SMC02360, SMA0070, SMC02484, SMC02363, SMC04300, SMC01274, SMC02362, SMC02120, SMC00187, SMC01278, SMC01036, SMC02245, SMC01156, SMC01951, SMC01950, SM_B21070, SMC00743, SMA0079, SMC00744, SMC01924, SM_B21162, SMC01923, SMC01927, SMC00717, SMA1516, SMA1519, SM_B20999, SM_B20507, SM_B20506, SMA1198, SMC02452, SMC01123, SMA1514, SMC00399, SMC01007, SMC02337, SMC01921, SMC01800, SMC01129, SMC02907, SM_B22024, SMC04091, SM_B20402, SMA1185, SMA1188, SMC01492, SMC00044, SMC04404, SMC01376, SMC02465, SMA1742, SMC02108, SMC00964, SMA0774, SM_B20296, SMC03808, SM_B20057, SM_B20611, SM_B20855, SM_B20612, SMC00093, SMC02270, SMC02031, SMA0280, SMC04213, SMC03000, SMC03001, SMC04458, SMC04459, SMC01863, SMC00894, SMC01865, SMC01986, SMC01866, SMC01624, SM_B20980, SM_B20069, SM_B20863, SM_B20503, SM_B20502, SM_B20868, SMC02170, SMA2331, SMC03014, SMC01870, SMA0271, SMC03133, SMC01872, SMC04227, SMC03018, SMC00422, SMC01873, SMC01510, SMA0155, SMC03814, SMA2333, SMC00423, SMC03019, SMC01515, SM_B21362, SM_B21240, SMA0627, SM_B21487, SM_B21366, SM_B21489, SM_B20950, SM_B20954, SM_B20714, SM_B20713, SM_B20947, SM_B20946, SMC02250, SMC01282, SMC00195, SMC02254, SMC00871, SMC02499, SMC02257, SMC01289, SMC00870, SMA0501, SMC02498, SMA0863, SMA0866, SMC02258, SMA2367, SMC02019, SMC01721, SMA2369, SMC00408, SM_B21130, SM_B21375, SM_B21132, SM_B21498, SM_B20287, SM_B21137, SM_B20961, SM_B21018, SM_B21017, SM_B20604, SM_B20958, SM_B20957, SMC02383, SMC02385, SMC02143, SMC02142, SM_B20719, SMC02387, SMC01179, SMA0853, SMC01178, SMC03117, SMC01851, SMC04446, SMC02821, SMC03118, SMC02822	1510	412	1771	1.04189866906706	0.237695925379343	0.089791266360885	0.089791266360885
UP_KW_CELLULAR_COMPONENT	KW-0574~Periplasm	104	1.82136602451839	0.066489052195464	SM_B21461, SM_B21221, SM_B20538, SM_B20416, SMC03043, SMC02471, SMC04251, SMC04135, SMA2305, SMA1337, SMC02873, SMC04259, SMC02118, SMC02514, SM_B20383, SM_B21196, SM_B21595, SM_B20660, SM_B20263, SMC03061, SM_B20428, SM_B20945, SMA0709, SM_B21562, SM_B20476, SM_B21604, SM_B21207, SM_B20634, SM_B20508, SMA1755, SMA0302, SMC01642, SMA1233, SMC00951, SMC00676, SMC01647, SMA1236, SMC01525, SMC03032, SMA0495, SMA1182, SMC01496, SMC01652, SMC02589, SMA1860, SM_B21261, SMC01628, SM_B20175, SMC00819, SM_B20971, SM_B20976, SMA1375, SMC03124, SMC00770, SMA1250, SMA1651, SMA1379, SMC02832, SM_B21151, SM_B21273, SM_B20108, SMC04461, SMC03131, SMA1243, SMA1364, SMC00140, SMC03891, SMA0392, SMA0677, SMA0799, SMC01632, SMC02324, SMC00786, SM_B21526, SM_B21647, SMC01281, SMC04396, SM_B20706, SMC04037, SMA0104, SMC03864, SMC00991, SMC02259, SMA1438, SMC02415, SMC03869, SMC02417, SMC01966, SM_B20284, SM_B21097, SM_B21652, SM_B21135, SM_B21016, SM_B20325, SM_B20723, SMC04293, SMA2199, SMC04289, SMC04047, SMA2075, SMC02025, SMC02941, SM_B21090, SMC01977	1510	114	1771	1.06996630649471	0.710165900593904	0.299200734879586	0.299200734879586
												
												
												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_MOLECULAR_FUNCTION	KW-0436~Ligase	111	1.94395796847636	0.037140375012213	SMC00615, SMC00735, SMC01705, SM_B21586, SM_B20650, SM_B20652, SM_B21227, SMC02080, SMC02073, SM_B20649, SMC02352, SMC00690, SMC02594, SMC01025, SMC02237, SMC00851, SMC02236, SMC01268, SMC02804, SMC00908, SM_B20940, SMC04390, SMC02480, SMC03172, SMC02481, SMC03173, SMC01791, SMC03176, SMC03177, SMC02764, SMC00741, SMC02368, SMC02763, SMC03826, SMC01928, SM_B20756, SM_B20755, SM_B20912, SMC00394, SMC01880, SMC01121, SMC01640, SMC02613, SMC01934, SM_B20482, SM_B20481, SMC03959, SM_B20008, SMC04095, SMC04093, SMC02064, SMC00161, SMC04002, SMC03835, SMC00965, SMC00419, SMC00493, SMC02551, SMC03245, SMC00495, SMC00494, SMC02276, SMC01344, SMA1414, SMC01861, SMC00774, SMC01862, SMC01864, SMC02318, SMC01867, SMC00825, SMC00948, SM_B20745, SMC01192, SMC02162, SMC01350, SMC00261, SMC01353, SMA0150, SMC01352, SMC01594, SMC01871, SMC03895, SMC01878, SMC00701, SMC00700, SMC01756, SM_B21241, SM_B21122, SM_B21124, SMC00919, SMC04282, SMC01161, SMC00475, SMC00356, SMC01565, SMC00993, SMC01569, SMC00526, SM_B20681, SM_B20686, SMC01173, SMC00365, SMC02940, SMC00488, SMC01973, SMC00366, SMC03236, SMC00762, SMC01215, SMC00643	2172	116	2419	1.06571489807582	0.888659642208461	1	1
